LEA Record ID,Person Number,Date of Stop,Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Information Based Stop,Type Of Stop,Officer Type of Assignment,Location,City,Is Location a K12 Public School,If K12 School Is Stop of a Student,School Name,Education Code Section,Education Code Subdivision,Race Perceived Prior To Stop,Perceived Race or Ethnicity,Perceived Gender,Perceived Gender Nonconforming,Is LGBT,Perceived Age,Person had Limited or No English Fluency,Perceived or Known Disability,City of Residence,Reason for Stop,Reason for Stop Narrative,Traffic Violation Type,Traffic Violation Offense Codes,Suspicion Offense Code,Suspicion SubType,Actions Taken,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Contraband or Evidence,Other Contraband Desc,Warning Offense Codes,Citation Offense Codes,Result of Stop,In field cite and release Offense Codes,Custodial arrest Offense Codes,LAT,LONG
BPD000026344,1,11/19/2021,04:38,13,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block from of Dwight,Berkeley,false,,,,,false,White,Male,false,false,50,false,None,BERKELEY,Investigation to determine whether person was truant,Suspicious circumstances,,,,,4,,,,,None,,,,Field interview card completed,,,37.86594758,-122.2591389
BPD000026340,1,11/19/2021,01:42,1,true,no,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of Shattuck Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,40,false,None,Unknown,Traffic Violation,Failed tonyield to oncoming traffic violating right away.,Moving Violation,VC 21800(A) FAIL YIELD INTERSECT:HWY (I),,,24,,,,,None,,VC 21800(A) FAIL YIELD INTERSECT:HWY (I),,Warning (verbal or written),,,37.85876929,-122.2668502
BPD000026341,1,11/19/2021,01:08,15,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2300 blk of Dwight,Berkeley,false,,,,,false,Black/African American,Male,false,false,38,false,None,BERKELEY,Reasonable suspicion,Unreasonable noises,,,PC 415(2) LOUD/UNREASONABLE NOISE (I),Matched suspect description,4|5,,,,,None,,,,Custodial arrest pursuant to outstanding warrant,,,37.87000103,-122.273616
BPD000026342,1,11/19/2021,04:01,1,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2500 block of Ellsworth St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,20,false,None,BERKELEY,Reasonable suspicion,Unreasonable noises,,,PC 415(2) LOUD/UNREASONABLE NOISE (I),Matched suspect description,4,,,,,None,,PC 415(2) LOUD/UNREASONABLE NOISE (I),,Warning (verbal or written),,,37.8640593,-122.2628695
BPD000026348,1,11/19/2021,12:39,11,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Bowditch St,Berkeley,false,,,,,true,White,Female,false,false,50,false,None,BERKELEY,Reasonable suspicion,Saw holding meth pipe,,,HS 11364(A) POSS UNLAW PARAPHERNALIA (M),Officer witnessed commission of a crime,24,,,,,Drug paraphernalia,,,,In-field cite and release,HS 11364(A) POSS UNLAW PARAPHERNALIA (M),,37.86587886,-122.2563809
BPD000026355,1,11/19/2021,20:29,5,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1600 block of 62nd St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,20,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,,No action,,,37.84656172,-122.2740832
BPD000026354,1,11/19/2021,19:55,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2400 block of San Pablo Ave,Berkeley,false,,,,,false,White,Male,false,false,35,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 23123(A) USE CELLPH W/DRIV W/O HFD (I),,,24,,,,,None,,VC 23123(A) USE CELLPH W/DRIV W/O HFD (I),,Warning (verbal or written),,,37.86263955,-122.2899745
BPD000026352,1,11/19/2021,17:39,3,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1800 block of University Ave,Berkeley,false,,,,,false,Middle Eastern/South Asian,Female,false,false,30,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,,24,,,,,None,,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,Warning (verbal or written),,,37.87133297,-122.2738878
BPD000026351,1,11/19/2021,15:18,8,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1400 block of Blake St,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,18,false,None,BERKELEY,Traffic Violation,Tinted window,Equipment Violation,VC 26708(A)(2) OPR VEH:WINDOW OBSTRUCTED (I),,,24,,,,,None,,,VC 26708.5 WINDOW INSTAL/ETC MAT VIO (I),Citation for infraction,,,37.86129803,-122.2811013
BPD000026349,1,11/19/2021,14:25,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2800 block of 7th St,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,VALLEJO,Traffic Violation,TINT/ taillight,Equipment Violation,VC 24600 TAILLAMP VIOLATIONS (I),,,6,,,,,None,,VC 24600 TAILLAMP VIOLATIONS (I) | VC 26708(A)(1) OPR VEH:WINDOW OBSTRUCTED (I),,Warning (verbal or written),,,37.85328349,-122.2918923
BPD000026353,1,11/19/2021,19:44,5,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Allston Way,Berkeley,false,,,,,false,Black/African American,Female,false,false,34,false,None,SAN LEANDRO,Reasonable suspicion,Trespassing and camping behind construction fence at Post Office,,,PC 602 TRESPASSING (M),Officer witnessed commission of a crime,24,,,,,None,,PC 602 TRESPASSING (M),,Warning (verbal or written),,,37.86893722,-122.2700923
BPD000026350,1,11/19/2021,15:15,15,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Bowditch St,Berkeley,false,,,,,true,Black/African American,Male,false,false,50,false,None,BERKELEY,Reasonable suspicion,Subject was in possession of meth in public.,,,HS 11377(A) POSS CONTROLLED SUBSTANCE (F),Officer witnessed commission of a crime,4,,,,,Drugs/narcotics,,,,In-field cite and release,HS 11377(A) POSS CONTROLLED SUBSTANCE (F),,37.86578748,-122.2564092
BPD000026375,2,11/20/2021,22:35,30,false,no,Vehicle,"Patrol, traffic enforcement, field operations",800 block of Anthony St,Berkeley,false,,,,,false,White,Female,false,false,45,false,None,ALAMEDA,Traffic Violation,Passenger in Car with DUI driver,Moving Violation,VC 23152(A) DUI ALCOHOL (M),,,1,,,,,None,,,,No action,,,37.85225192,-122.2915488
BPD000026376,1,11/20/2021,23:38,4,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of Telegraph Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,,No action,,,37.85718046,-122.2594968
BPD000026394,3,11/20/2021,16:26,35,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1500 block of Rose St,Berkeley,false,,,,,false,White,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Two plates required/ front tint,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,6|5|17|20|21,Consent given,Consent,Contraband|Evidence,Other contraband or evidence,Other contraband or evidence,Fraud,,,Custodial arrest without warrant,,PC 530.5(C)(2) USE ID W/INT DEFRD:W/PC (M),37.87911867,-122.2829791
BPD000026735,1,11/20/2021,15:20,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",JR WAY,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,25,true,None,DALY CITY,Traffic Violation,d her dog.,Moving Violation,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,,24,,,,,None,,,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),Citation for infraction,,,37.86898619,-122.2725804
BPD000026394,1,11/20/2021,16:26,35,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1500 block of Rose St,Berkeley,false,,,,,false,White,Male,false,false,50,false,None,BERKELEY,Traffic Violation,NO FRONT PLATE/ window tint,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,1|6|5|18|20|21|22,Incident to arrest,INCIDENT TO ARREST,Evidence,Suspected stolen property| Other contraband or evidence,Other contraband or evidence,FRAUD,,,Custodial arrest pursuant to outstanding warrant|Custodial arrest without warrant,,PC 30305(A)(1) PROHIB OWN/ETC AMMO/ETC (F) | PC 530.5(C)(3) POSS ID OF 10+ PRSN:WID (F),37.87911867,-122.2829791
BPD000026394,2,11/20/2021,16:26,35,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1500 block of Rose St,Berkeley,false,,,,,false,White,Female,false,false,30,false,None,BERKELEY,Traffic Violation,No front plate/ front tint,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,5|6|17|20|21,Consent given,Consensual search,Evidence|Contraband,Other contraband or evidence|Cell phone(s) or electronic devices,Other contraband or evidence,Fraud,,,Custodial arrest without warrant,,PC 530.5(C)(3) POSS ID OF 10+ PRSN:WID (F),37.87911867,-122.2829791
BPD000026375,1,11/20/2021,22:35,30,false,no,Vehicle,"Patrol, traffic enforcement, field operations",800 block of Anthony St,Berkeley,false,,,,,false,White,Male,false,false,45,false,None,ALAMEDA,Traffic Violation,"Speeding, brake lamp out",Moving Violation,VC 22349 EXCESSIVE SPEED (M),,,1|3|5|18,Incident to arrest,Incident to arrest,,,Drugs/narcotics,,,,Custodial arrest without warrant,,VC 23152(A) DUI ALCOHOL (M) | HS 11350(A) POSSESS NARCOTIC CNTL SUB (M),37.85225192,-122.2915488
BPD000026364,1,11/20/2021,22:45,15,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1200 block of 8th St,Berkeley,false,,,,,true,White,Female,false,false,50,false,None,BERKELEY,Knowledge of outstanding arrest warrant/wanted person,Subject was wanted for burglary,,,,,5,,,,,None,,,,Custodial arrest without warrant,,PC 460(A) BURGLARY:FIRST DEGREE (F),37.88153056,-122.2996654
BPD000026363,1,11/20/2021,10:20,40,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",3100 block of Sacramento St,Berkeley,false,,,,,true,White,Female,false,false,25,false,None,BERKELEY,Reasonable suspicion,Boyfriend reported that his girlfriend said she would kill herself and was depressed.,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.8507684,-122.2786423
BPD000026369,1,11/20/2021,19:09,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",900 block of Cedar St,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,40,false,None,OAKLAND,Traffic Violation,Failed to stop at red light,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,Warning (verbal or written),,,37.87436855,-122.2975267
BPD000026365,1,11/20/2021,03:20,60,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1900 block of Oxford St,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,30,false,None,UNION CITY,Reasonable suspicion,Saw subject taking Amazon packages and placing them in his car,,,PC 459 BURGLARY (F),Officer witnessed commission of a crime,5|18|20,Visible contraband| Incident to arrest|Evidence of crime,Probable cause based on visible evidence and contraband.,,,Suspected stolen property|Cell phone(s) or electronic device(s)|Drugs/narcotics|Drug paraphernalia,,,,Custodial arrest without warrant,,PC 459 BURGLARY (F) | PC 182(A)(1) CONSPIRACY:COMMIT CRIME (F) | PC 1203.2 PROB VIOL:REARREST/REVOKE (X) | PC 148.9(A) FALSE ID TO SPECIFIC PO'S (M),37.87357099,-122.266548
BPD000026368,1,11/20/2021,17:37,8,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1900 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,White,Female,false,false,55,false,None,BERKELEY,Traffic Violation,Driver failed to yield for ped in xwalk,Moving Violation,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),,,24,,,,,None,,VC 21950(A) FAIL YIELD TO PED:XWALKS (I),VC 16020(A) NO PROOF:FINANCE RESP:VEH (I),Citation for infraction|Warning (verbal or written),,,37.87258313,-122.2730992
BPD000026367,1,11/20/2021,17:21,7,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2000 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,40,false,None,TRACY,Traffic Violation,Driver straight thru interesection regulated by signage for right turn only.,Moving Violation,VC 21461(A) DRIVER FAIL OBEY SIGN/ETC (I),,,24,,,,,None,,,VC 21461(A) DRIVER FAIL OBEY SIGN/ETC (I),Citation for infraction,,,37.87060102,-122.2730937
BPD000026366,1,11/20/2021,16:32,11,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1900 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,White,Female,false,false,33,false,None,BERKELEY,Traffic Violation,Driver with cell phone RHand near wheel,Moving Violation,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),,,24,,,,,None,,,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),Citation for infraction,,,37.87206072,-122.2730802
BPD000026370,1,11/20/2021,19:52,25,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of Kittredge St,Berkeley,false,,,,,true,Black/African American,Female,false,false,35,false,None,Unknown,Reasonable suspicion,Subject contacted on 3rd floor of building that she has been evicted from. Chronic trespasser.,,,PC 602 TRESPASSING (M),Matched suspect description|Officer witnessed commission of a crime,18,Officer safety/safety of others,"Pat search done for officer safety, as I did not want to put her in handcuffs.",,,None,,,,In-field cite and release,PC 602 TRESPASSING (M),,37.8687952,-122.2665458
BPD000026365,3,11/20/2021,03:20,60,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1900 block of Oxford St,Berkeley,false,,,,,true,Black/African American,Male,false,false,30,false,None,Unknown,Reasonable suspicion,"Subject was seen acting as lookout for 459 suspects, and trying to evade police.",,,PC 459 BURGLARY (F),Suspected of acting as a lookout|Actions indicative of casing a victim or location,5|18|20,Incident to arrest|Visible contraband,"Incident to arrest, ID was found in suspect vehicle inside his clothing, admitted to knowing other suspects.",,,Suspected stolen property|Cell phone(s) or electronic device(s)|Drugs/narcotics,,,,Custodial arrest without warrant,,PC 459 BURGLARY (F) | PC 182(A)(1) CONSPIRACY:COMMIT CRIME (F),37.87357099,-122.266548
BPD000026373,1,11/20/2021,21:55,15,false,no,Vehicle,"Patrol, traffic enforcement, field operations",500 block of North St,Oakland,false,,,,,false,Black/African American,Male,false,false,18,false,None,BERKELEY,Traffic Violation,Vehicle registration,Equipment Violation,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,,5|17|18|19|20,Odor of contraband|Visible contraband,Visible marijuana inside vehicle and driver under age of 21,,,Drugs/narcotics,,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,Warning (verbal or written),,,37.84943829,-122.2606511
BPD000026374,1,11/20/2021,22:14,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2200 block of San Pablo Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,40,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I) | VC 16028(A) FAIL PROVE FIN RSP:PO REQ (I),Citation for infraction,,,37.86639035,-122.2908694
BPD000026365,2,11/20/2021,03:20,60,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1900 block of Oxford St,Berkeley,false,,,,,true,White,Female,false,false,35,false,None,Unknown,Reasonable suspicion,Acting in concert with primary PC 459 suspect.,,,PC 459 BURGLARY (F),Other reasonable suspicion of a crime,5|18|20,Visible contraband|Evidence of crime| Incident to arrest,"Incident to arrest, probable cause based on plain view evidence.",,,Drugs/narcotics|Suspected stolen property|Cell phone(s) or electronic device(s),,,,Custodial arrest without warrant,,PC 459 BURGLARY (F) | PC 182(A)(1) CONSPIRACY:COMMIT CRIME (F) | HS 11377(A) POSSESS CNTL SUB (M),37.87357099,-122.266548
BPD000026362,1,11/20/2021,01:12,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1800 block of University Ave,Berkeley,false,,,,,false,Black/African American,Male,false,true,35,false,None,STOCKTON,Traffic Violation,Cut someone off when making a right turn from the left lane.,Moving Violation,VC 22107 UNSAF TURN &/OR NO SIGNAL (I),,,24,,,,,None,,VC 22107 UNSAF TURN &/OR NO SIGNAL (I),,Warning (verbal or written),,,37.87139973,-122.2746073
BPD000026372,1,11/20/2021,18:24,5,false,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1400 block of 2nd St,Berkeley,false,,,,,true,White,Male,false,false,25,false,None,BERKELEY,Reasonable suspicion,Loitering in a drug area paraphernalia seen,,,HS 11377(A) POSSESS CNTL SUB (M),Other reasonable suspicion of a crime,24,,,,,Drug paraphernalia,,,,No action,,,37.87500848,-122.3046084
BPD000026361,1,11/20/2021,00:00,20,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",900 block of Delaware St,Berkeley,false,,,,,true,Hispanic/Latino,Male,false,false,20,false,None,OAKLAND,Reasonable suspicion,"Reporting party states they saw someone matching his description in a silver car, kicking a female passenger.  Subject detained inside of a silver car with female passenger.",,,PC 273.5 INFLICT CRPL INJ SP/COHAB (F),Matched suspect description,1|5,,,,,None,,,,No action,,,37.87117999,-122.2957185
BPD000026393,1,11/21/2021,19:55,25,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",1300 block of Carlotta Ave,Berkeley,false,,,,,true,White,Female,false,false,55,false,None,BERKELEY,Reasonable suspicion,Suspect  contacted outside protected parties home,,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M),Matched suspect description,5|18,Incident to arrest,Incident to arrest.,,,None,,,,Custodial arrest without warrant,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M),37.88138366,-122.2791342
BPD000026395,1,11/21/2021,23:01,8,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2500 block of San Pablo Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Car stop,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,,,No action,,,37.85980588,-122.2890318
BPD000026392,1,11/21/2021,21:30,10,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of 8th St,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,30,false,None,BERKELEY,Reasonable suspicion,Possible stolen vehicle,,,VC 10851(A) TAKE VEH W/O OWNER CONSNT (M),Other reasonable suspicion of a crime,24,,,,,None,,,,No action,,,37.85624995,-122.2916677
BPD000026380,1,11/21/2021,01:10,10,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2900 block of College Ave,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,25,false,None,OAKLAND,Traffic Violation,Failed to stop at red light and stop sign.,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I) | VC 22450(A) FAIL STOP VEH:XWALK/ETC (I) | VC 16020(A) NO PROOF:FINANCE RESP:VEH (I),Citation for infraction,,,37.85743376,-122.253117
BPD000026384,1,11/21/2021,03:22,35,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2100 block of McKinley Ave,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,true,25,false,None,LOS ANGELES,Reasonable suspicion,"Subject was seen running from the car, where the protected party was the driver.",,,PC 273.6(A) VIO ORD:PREVNT DOMES VIOL (M),Matched suspect description,5|17,,,,,None,,,,Custodial arrest without warrant,,PC 273.6(A) VIO ORD:PREVNT DOMES VIOL (M),37.86985959,-122.2738625
BPD000026385,1,11/21/2021,00:22,15,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1400 block of Dwight Way,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,false,None,OAKLAND,Traffic Violation,License plate,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,24,,,,,None,,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,Warning (verbal or written),,,37.86207443,-122.2820117
BPD000026377,1,11/21/2021,00:02,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2000 block of Woolsey St,Berkeley,false,,,,,false,Black/African American,Male,false,false,25,false,None,BERKELEY,Traffic Violation,Taillamp not working,Equipment Violation,VC 24600 TAILLAMP VIOLATIONS (I),,,24,,,,,None,,VC 24600 TAILLAMP VIOLATIONS (I),,Warning (verbal or written),,,37.8523308,-122.2661931
BPD000026378,1,11/21/2021,00:00,10,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",600 block of 60th St,Oakland,false,,,,,false,White,Male,false,false,45,false,None,OAKLAND,Traffic Violation,Speed,Moving Violation,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,,24,,,,,None,,VC 22350 UNSAFE SPEED:PREVAIL COND (I),,Warning (verbal or written),,,37.84586602,-122.2652882
BPD000026379,1,11/21/2021,00:15,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",3200 block of Ellis St,Berkeley,false,,,,,false,Black/African American,Male,false,false,50,false,None,BERKELEY,Traffic Violation,No front license,Equipment Violation,VC 5202 LICENSE PLATE DISPLAY VIO (I),,,24,,,,,None,,VC 5202 LICENSE PLATE DISPLAY VIO (I),,Warning (verbal or written),,,37.8501292,-122.2728637
BPD000026389,1,11/21/2021,12:00,47,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",2000 block of Oregon St,Berkeley,false,,,,,true,Black/African American,Female,false,false,22,false,None,BERKELEY,Reasonable suspicion,Person match the description of a crime in progress and was pointed out by security,,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M),Officer witnessed commission of a crime|Matched suspect description|Witness or victim ID of suspect at the scene,5|6|18,Condition of parole/probation/PRCS/mandatory supervision|Officer safety/safety of others| Incident to arrest,Search of person conducted post arrest,,,Suspected stolen property,,,,Custodial arrest without warrant,,PC 166(A)(4) CONTEMPT:DISOBEY CRT ORDR (M) | PC 1203.2 PROB VIOL:REARREST/REVOKE (X),37.85767495,-122.2664189
BPD000026390,1,11/21/2021,13:42,3,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",Shattuck Ave,Berkeley,false,,,,,false,White,Female,false,false,35,false,None,OAKLAND,Traffic Violation,Driver through red light after stopped,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,Warning (verbal or written),,,37.8664117,-122.267603
BPD000026391,1,11/21/2021,17:34,3,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2200 block of Martin Luther King Jr Way,Berkeley,false,,,,,false,White,Male,false,false,35,false,None,Unknown,Traffic Violation,Driver with cell phone RHand near wheel,Moving Violation,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),,,24,,,,,None,,VC 23123.5(A) NO HND HLD DEVICE W/DRIVE (I),,Warning (verbal or written),,,37.86718317,-122.2726565
BPD000026386,1,11/21/2021,09:36,6,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",1900 block of Allston Way,Berkeley,false,,,,,true,White,Male,false,false,20,false,None,SEBASTOPOL,Traffic Violation,Driver with cell phone RHand to REar,Moving Violation,VC 23123(A) USE CELLPH W/DRIV W/O HFD (I),,,24,,,,,None,,,VC 23123(A) USE CELLPH W/DRIV W/O HFD (I),Citation for infraction,,,37.86894869,-122.2712079
BPD000026387,1,11/21/2021,10:08,4,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2700 block of Russell St,Berkeley,false,,,,,false,White,Female,false,false,26,false,None,SAN JOSE,Traffic Violation,Vehicle rolled through stop sign at College and Russell,Moving Violation,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,,24,,,,,None,,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,Warning (verbal or written),,,37.85849432,-122.2530198
BPD000026388,1,11/21/2021,10:44,15,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",College Avenue and Russell Street,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,28,false,None,Out Of State City,Traffic Violation,Vehicle filter stop at college and Russell Street following right behind an AC transit bus,Moving Violation,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),,,24,,,,,None,,,VC 22450(A) FAIL STOP VEH:XWALK/ETC (I),Citation for infraction,,,37.85129313,-122.2521888
BPD000026405,1,11/22/2021,21:46,45,true,no,Pedestrian,"Patrol, traffic enforcement, field operations",2400 block of Ridge Rd,Berkeley,false,,,,,true,Asian,Male,false,false,20,false,None,BERKELEY,Reasonable suspicion,Mental health,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,5|15|18,Officer safety/safety of others|Consent given,Pat search,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.875894,-122.2614522
BPD000026407,1,11/22/2021,21:04,13,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1500 block of Allston Way,Berkeley,false,,,,,false,Middle Eastern/South Asian,Male,false,false,40,false,None,Unknown,Traffic Violation,I observed the vehicle proceed through a red light,Moving Violation,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,,24,,,,,None,,VC 21453(A) FAIL STOP LINE/ETC AT RED (I),,Warning (verbal or written),,,37.86776315,-122.2799808
BPD000026398,1,11/22/2021,01:25,10,false,no,Vehicle,"Patrol, traffic enforcement, field operations",1300 block of Hopkins St,Berkeley,false,,,,,false,White,Male,false,false,18,false,None,BERKELEY,Traffic Violation,Racing another vehicle illegal passing,Moving Violation,VC 23109 SPEED CONTEST/EXH/BLCK RD (M),,,1,,,,,None,,VC 23109 SPEED CONTEST/EXH/BLCK RD (M),,Warning (verbal or written),,,37.87809288,-122.2887518
BPD000026399,1,11/22/2021,01:20,10,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",2400 block of Haste St,Berkeley,false,,,,,false,Asian,Male,false,false,45,true,None,BERKELEY,Traffic Violation,Flashing red light,Moving Violation,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,,1,,,,,None,,VC 21457(A) FAIL STOP:FLASH RED LIGHT (I),,Warning (verbal or written),,,37.86601084,-122.258842
BPD000026396,1,11/22/2021,00:01,7,false,yes,Vehicle,"Patrol, traffic enforcement, field operations",900 block of Colusa Ave,Berkeley,false,,,,,false,Black/African American,Male,false,false,30,false,None,BERKELEY,Traffic Violation,Older Honda no license plates,Equipment Violation,VC 5200(A) DISPLAY LIC PLATES WRONG (I),,,24,,,,,None,,VC 4000(A)(1) NO REG:VEH/TRAILER/ETC (I),,Warning (verbal or written),,,37.89079948,-122.2791892
BPD000026397,1,11/22/2021,00:25,5,false,no,Vehicle,"Patrol, traffic enforcement, field operations",2800 block of Dwight Way,Berkeley,false,,,,,false,Hispanic/Latino,Male,false,false,21,false,None,CASTRO VALLEY,Traffic Violation,Rear passenger hanging out of window,Moving Violation,VC 21712(A) ALLOW UNLAWF RIDE/ETC:VEH (I),,,24,,,,,None,,VC 21712(A) ALLOW UNLAWF RIDE/ETC:VEH (I),,Warning (verbal or written),,,37.86590149,-122.2503981
BPD000026401,1,11/22/2021,03:20,20,true,yes,Pedestrian,"Patrol, traffic enforcement, field operations",0 block of El Camino Real,Berkeley,false,,,,,false,White,Female,false,false,30,false,None,BERKELEY,Reasonable suspicion,Friend called in stating subject was suicidal.,,,AA NA - XX COMMUNITY CARETAKING (X),Other reasonable suspicion of a crime,24,,,,,None,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,37.85477499,-122.240719
